source_url,source_body_field,target_url,anchor_text,position_in_field,action,reason
/site/blog/nmat-cutoff-for-nmat,post-body,/site/college/k-j-somaiya-institute-of-management,K J Somaiya Institute of Management,9,KEEP,compliant
/site/blog/nmat-cutoff-for-nmat,post-body,/site/college/woxsen-university,Woxsen Business School,10,KEEP,compliant
/site/blog/nmat-cutoff-for-nmat,post-body,/site/college/upes-school-of-business-admission,UPES (University of Petroleum & Energy Studies),11,KEEP,compliant
/site/blog/nmat-cutoff-for-nmat,post-body,/site/lp/study-loan-eligibility,‍‍Get your Loan Disbursed 10 times Faster than Banks. Click to Know How!,12,KILL,duplicate-target
/site/blog/nmat-cutoff-for-nmat,post-body,/site/college/narsee-monjee-institute-of-management-studies,NMIMS Mumbai Cut Off,13,KEEP,compliant
/site/blog/nmat-cutoff-for-nmat,post-body,/site/college/nmims-hyderabad,NMIMS Hyderabad Cut Off,14,KEEP,compliant
/site/blog/nmat-cutoff-for-nmat,post-body,/site/college/nmims-indore,NMIMS Indore Cut Off,15,KEEP,compliant
/site/blog/nmat-cutoff-for-nmat,post-body,/site/blog/top-mba-colleges-in-mumbai,top MBA colleges in Mumbai,16,REVIEW,cross-category
/site/blog/nmat-cutoff-for-nmat,post-body,/site/blog/top-pgdm-colleges-in-delhi,Top PGDM colleges in Delhi,17,REVIEW,cross-category
/site/blog/nmat-cutoff-for-nmat,post-body,/site/lp/study-loan-eligibility,Approval Based on Student Potential. Easy Education Loans from Propelld. Do Check your Eligibility.,18,KILL,duplicate-target
/site/blog/nmat-cutoff-for-nmat,post-body,/site/college/narsee-monjee-institute-of-management-studies,NMIMS Mumbai Cut Off,19,KILL,duplicate-target
/site/blog/nmat-cutoff-for-nmat,post-body,/site/college/nmims-hyderabad,NMIMS Hyderabad Cut Off,20,KILL,duplicate-target
/site/blog/nmat-cutoff-for-nmat,post-body,/site/college/nmims-indore,NMIMS Indore Cut Off,21,KILL,duplicate-target
/site/blog/nmat-cutoff-for-nmat,post-body,/site/blog/types-of-mba-specialisations,different types of MBA specialisations,22,REVIEW,cross-category
/site/blog/nmat-cutoff-for-nmat,post-body,/site/college/narsee-monjee-institute-of-management-studies,NMIMS Mumbai,23,KILL,duplicate-target
/site/blog/nmat-cutoff-for-nmat,post-body,/site/college/nmims-hyderabad,NMIMS Hyderabad,24,KILL,duplicate-target
/site/blog/nmat-cutoff-for-nmat,post-body,/site/college/srm-institute-of-science-and-technology,SRM University,25,KILL,duplicate-target
/site/blog/nmat-cutoff-for-nmat,post-body,/site/college/vellore-institute-of-technology-fees,VIT University,26,KILL,duplicate-target
/site/blog/nmat-cutoff-for-nmat,post-body,/site/college/shiv-nadar-university-fees,"Shiv Nadar University, Greater Noida (Delhi NCR)",27,KEEP,compliant
/site/blog/nmat-cutoff-for-nmat,post-body,/site/college/alliance-university,"Alliance University, Bangalore",28,KEEP,compliant
/site/blog/nmat-cutoff-for-nmat,post-body,/site/college/woxsen-university,Woxsen Business School,29,KILL,duplicate-target
/site/blog/nmat-cutoff-for-nmat,post-body,/site/college/amity-university,"Amity University, Noida (Delhi NCR)",30,KILL,duplicate-target
/site/blog/nmat-cutoff-for-nmat,post-body,/site/college/lm-thapar-school-of-management,"Thapar School of Management, Chandigarh",31,KEEP,compliant
/site/blog/nmat-cutoff-for-nmat,post-body,/site/college/upes-school-of-business-admission,"UPES, Dehradun",32,KILL,duplicate-target
/site/blog/nmat-cutoff-for-nmat,post-body,/site/college/bml-munjal-university,"BML Munjal University, Gurgaon",33,KILL,duplicate-target
/site/blog/nmat-cutoff-for-nmat,post-body,/site/college/itm-business-school-fees,"ITM, Navi Mumbai",34,KILL,duplicate-target
/site/blog/nmat-cutoff-for-nmat,post-body,/site/lp/study-loan-eligibility,"Your Partner in Education. Quick, Hassle-Free Student Loans with a Fully Digital Process. Explore Now!",35,KILL,duplicate-target
/site/blog/nmat-cutoff-for-nmat,post-body,/site/lp/study-loan-eligibility,‍Minimal Documentation. Application to Disbursement- In Just 3 steps! Check Your Eligibility.,36,KILL,duplicate-target
/site/blog/nmat-cutoff-for-nmat,post-body,/site/college/narsee-monjee-institute-of-management-studies,NMIMS Mumbai,37,KILL,duplicate-target
/site/blog/nmat-cutoff-for-nmat,post-body,/site/college/narsee-monjee-institute-of-management-studies,NMIMS Mumbai,38,KILL,duplicate-target
/site/blog/nmat-cutoff-for-nmat,post-body,/site/college/narsee-monjee-institute-of-management-studies,NMIMS Mumbai,39,KILL,duplicate-target
/site/blog/nmat-cutoff-for-nmat,post-body,/site/college/narsee-monjee-institute-of-management-studies,NMIMS Mumbai,40,KILL,duplicate-target
/site/blog/nmat-cutoff-for-nmat,post-body,/site/college/narsee-monjee-institute-of-management-studies,NMIMS Mumbai,41,KILL,duplicate-target
/site/blog/nmat-cutoff-for-nmat,post-body,/site/college/nmims-hyderabad,NMIMS Hyderabad,42,KILL,duplicate-target
/site/blog/nmat-cutoff-for-nmat,post-body,/site/college/nmims-hyderabad,NMIMS Hyderabad,43,KILL,duplicate-target
/site/blog/nmat-cutoff-for-nmat,post-body,/site/blog/comprehensive-guide-to-nmat-syllabus,detailed NMAT Syllabus 2026,44,KEEP,compliant
/site/blog/nmat-cutoff-for-nmat,post-body,/site/lp/study-loan-eligibility,Check your eligibility and grab low interest offer on education loan,45,KILL,duplicate-target
/site/blog/nmat-cutoff-for-nmat,post-body,/site/lp/study-loan-eligibility,Fastest process for Education Loan with No Collateral Requirement,46,KILL,duplicate-target
/site/blog/nmat-cutoff-for-nmat,post-body,/site/college/narsee-monjee-institute-of-management-studies,NMIMS Mumbai Cut Off,47,KILL,duplicate-target
/site/blog/nmat-cutoff-for-nmat,post-body,/site/college/nmims-hyderabad,NMIMS Hyderabad Cut Off,48,KILL,duplicate-target
/site/blog/nmat-cutoff-for-nmat,post-body,/site/lp/study-loan-eligibility,Propelld,49,KILL,duplicate-target
/site/blog/nmat-cutoff-for-nmat,post-body,/site/lp/study-loan-eligibility,Propelld,50,KILL,duplicate-target
/site/blog/nmat-cutoff-for-nmat,post-body,/site/blog/top-mba-colleges-in-mumbai,MBA Colleges in Mumbai,51,KILL,duplicate-target
/site/blog/nmat-cutoff-for-nmat,post-body,/site/blog/top-pgdm-colleges-in-delhi,Top PGDM Colleges in Delhi,52,KILL,duplicate-target
/site/blog/nmat-cutoff-for-nmat,post-body,/site/blog/comprehensive-guide-to-nmat-syllabus,Comprehensive Guide to NMAT Syllabus 2026,53,KILL,duplicate-target
/site/blog/nmat-cutoff-for-nmat,post-body,/site/blog/types-of-mba-specialisations,Types of MBA Specialisations & How to Choose One,54,KILL,duplicate-target
/site/blog/nmat-exam-analysis-2024,post-body,/site/blog/nmat-exam-fees-2025,NMAT Exam Fees 2025,0,KEEP,compliant
/site/blog/nmat-exam-analysis-2024,post-body,/site/lp/study-loan-eligibility,"Propel your Education Dreams to Reality with Fast, Flexible Loans from Propelld.",1,KEEP,compliant
/site/blog/nmat-exam-analysis-2024,post-body,/site/blog/nmat-cutoff-for-nmat,NMAT Cutoff for NMAT Accepting Colleges 2024 (Expected),2,KEEP,compliant
/site/blog/nmat-exam-analysis-2024,post-body,/site/blog/nmat-accepting-colleges,NMAT Accepting Colleges in India and Abroad,3,REVIEW,cross-category
/site/blog/nmat-exam-analysis-2024,post-body,/site/lp/study-loan-eligibility,Approval Based on Student Potential. Easy Education Loans from Propelld. Do Check your Eligibility.,4,KILL,duplicate-target
/site/blog/nmat-exam-analysis-2024,post-body,/site/lp/study-loan-eligibility,"Your Partner in Education. Quick, Hassle-Free Student Loans with a Fully Digital Process. Explore Now!",5,KILL,duplicate-target
/site/blog/nmat-exam-analysis-2024,post-body,/site/lp/study-loan-eligibility,"Not Just Tution Fees, But Other Expenses Also Covered. Simplified Processing, Dedicated Support",6,KILL,duplicate-target
/site/blog/nmat-exam-analysis-2024,post-body,/site/lp/study-loan-eligibility,Invest in Your Future Without the Need for a Co-Applicant! Explore our Education Loans Now.,7,KILL,duplicate-target
/site/blog/nmat-exam-analysis-2024,post-body,/site/blog/mba-entrance-exam,MBA Entrace,8,KEEP,compliant
/site/blog/nmat-exam-analysis-2024,post-body,/site/blog/comprehensive-guide-to-nmat-syllabus,Comprehensive Guide to NMAT Syllabus 2024: Topics and Tips,9,KEEP,compliant
/site/blog/nmat-exam-analysis-2024,post-body,/site/lp/study-loan-eligibility,Check your eligibility and grab low interest offer on education loan,10,KILL,duplicate-target
/site/blog/nmat-exam-analysis-2024,post-body,/site/lp/study-loan-eligibility,Fastest process for Education Loan with No Collateral Requirement,11,KILL,duplicate-target
/site/blog/nmat-exam-analysis-2024,post-body,/site/lp/study-loan-eligibility,Propelld,12,KILL,duplicate-target
/site/blog/nmat-exam-analysis-2024,post-body,/site/lp/study-loan-eligibility,Apply,13,KILL,duplicate-target
/site/blog/nmat-exam-analysis-2024,post-body,/site/blog/neet-2024-marks-rank-analysis,NEET 2024 Marks And Rank Analysis,14,KEEP,compliant
/site/blog/nmat-exam-analysis-2024,post-body,/site/blog/neet-pg-marks-vs-rank,NEET PG Marks vs Rank: In-Depth Analysis & Career Impact,15,KEEP,compliant
/site/blog/nmat-exam-analysis-2024,post-body,/site/blog/mba-entrance-exam,MBA Entrance Exam Syllabus 2024: Topics and Tips,16,KILL,duplicate-target
/site/blog/nmat-exam-analysis-2024,post-body,/site/blog/cat-cut-off-scores-2024,CAT Cut-Off Scores 2024 for IIMs and Popular MBA Colleges,17,REVIEW,cross-category
/site/blog/nmat-exam-answer-key-2024,post-body,/site/lp/study-loan-eligibility,Get Education Loan for Any College in India. 100% Fees Financed- Propelld Education Loan,0,KEEP,compliant
/site/blog/nmat-exam-answer-key-2024,post-body,/site/lp/study-loan-eligibility,Approval Based on Your 12th Marks. High Chances of Approval for All Colleges!,1,KILL,duplicate-target
/site/blog/nmat-exam-answer-key-2024,post-body,/site/lp/study-loan-eligibility,Get upto 100% Education Fees Financed. No Collateral Required.,3,KILL,duplicate-target
/site/blog/nmat-exam-answer-key-2024,post-body,/site/lp/study-loan-eligibility,Propelld’s education loans,4,KILL,duplicate-target
/site/blog/nmat-exam-answer-key-2024,post-body,/site/lp/study-loan-eligibility,Propelld,5,KILL,duplicate-target
/site/blog/nmat-exam-answer-key-2024,post-body,/site/lp/study-loan-eligibility,Propelld,6,KILL,duplicate-target
/site/blog/nmat-exam-answer-key-2024,post-body,/site/lp/study-loan-eligibility,Apply now with Propelld,7,KILL,duplicate-target
/site/blog/nmat-exam-answer-key-2024,post-body,/site/blog/nmat-exam,"NMAT Exam 2024: Dates, Eligibility, Syllabus & Preparation Tips",8,KILL,unknown-target-post
/site/blog/nmat-exam-answer-key-2024,post-body,/site/blog/nmat-exam-date-2025,"NMAT Exam Date 2025: Schedule, Registration & Key Deadlines",9,KEEP,compliant
/site/blog/nmat-exam-answer-key-2024,post-body,/site/blog/mba-entrance-exams,"MBA Entrance Exams 2024: Complete List, Dates & Preparation Tips",10,KILL,unknown-target-post
/site/blog/nmat-exam-answer-key-2024,post-body,/site/blog/nmat-exam-fees-2026,"NMAT Exam Fees 2026: Registration, Eligibility and Payment",11,KILL,unknown-target-post
/site/blog/nmat-exam-date-2025,post-body,/site/lp/study-loan-eligibility,"Unlock Fast, Collateral-Free Education Loans with Propelld Today!",0,KEEP,compliant
/site/blog/nmat-exam-date-2025,post-body,/site/blog/mba-vs-mca,MBA vs MCA,1,REVIEW,cross-category
/site/blog/nmat-exam-date-2025,post-body,/site/lp/study-loan-eligibility,Approval Based on Student Potential. Easy Education Loans from Propelld. Check your Eligibility.,2,KILL,duplicate-target
/site/blog/nmat-exam-date-2025,post-body,/site/blog/nmat-exam-fees-2025,NMAT Exam Fees for 2025,3,KEEP,compliant
/site/blog/nmat-exam-date-2025,post-body,/site/lp/study-loan-eligibility,"Not Just Tuition Fees, But Other Expenses Also Covered. Check Simplified Education Loans from Propelld.",4,KILL,duplicate-target
/site/blog/nmat-exam-date-2025,post-body,/site/college/narsee-monjee-institute-of-management-studies-admission,admission to NMIMS Mumbai,5,KEEP,compliant
/site/blog/nmat-exam-date-2025,post-body,/site/lp/study-loan-eligibility,Invest in Your Future Without the Need for a Co-Applicant! Explore our Education Loans Now.,6,KILL,duplicate-target
/site/blog/nmat-exam-date-2025,post-body,/site/blog/comprehensive-guide-to-nmat-syllabus,Comprehensive Guide to NMAT Syllabus,7,KEEP,compliant
/site/blog/nmat-exam-date-2025,post-body,/site/lp/study-loan-eligibility,Check your eligibility and grab low interest offer on education loan,8,KILL,duplicate-target
/site/blog/nmat-exam-date-2025,post-body,/site/lp/study-loan-eligibility,Fastest process for Education Loan with No Collateral Requirement,9,KILL,duplicate-target
/site/blog/nmat-exam-date-2025,post-body,/site/blog/nmat-cutoff-for-nmat,NMAT Cutoff for NMAT Accepting Colleges,10,KEEP,compliant
/site/blog/nmat-exam-date-2025,post-body,/site/college/s-p-jain-institute-of-management-and-research,SP Jain Institute of Management and Research,11,KEEP,compliant
/site/blog/nmat-exam-date-2025,post-body,/site/college/narsee-monjee-institute-of-management-studies,Narsee Monjee Institute of Management Studies,12,KEEP,compliant
/site/blog/nmat-exam-date-2025,post-body,/site/college/k-j-somaiya-institute-of-management,KJ Somaiya Institute of Management,13,KEEP,compliant
/site/blog/nmat-exam-date-2025,post-body,/site/college/vellore-institute-of-technology,Vellore Institute of Technology University,14,KEEP,compliant
/site/blog/nmat-exam-date-2025,post-body,/site/college/srm-institute-of-science-and-technology,Sri Ramaswamy Memorial University,15,KEEP,compliant
/site/blog/nmat-exam-date-2025,post-body,/site/college/bennett-university,Bennett University,16,KEEP,compliant
/site/blog/nmat-exam-date-2025,post-body,/site/college/isbr-business-school,"International School of Business and Research, Bangalore",17,KEEP,compliant
/site/blog/nmat-exam-date-2025,post-body,/site/college/woxsen-university,"Woxsen Business School, Hyderabad",18,KEEP,compliant
/site/blog/nmat-exam-date-2025,post-body,/site/college/xavier-school-of-management,Xavier Institute of Management University,19,KEEP,compliant
/site/blog/nmat-exam-date-2025,post-body,/site/blog/nmat-accepting-colleges,NMAT Accepting Colleges in India and Abroad,20,REVIEW,cross-category
/site/blog/nmat-exam-date-2025,post-body,/site,Propelld,21,KEEP,compliant
/site/blog/nmat-exam-date-2025,post-body,/site/blog/nmat-accepting-colleges,NMAT Accepting Colleges in India and Abroad 2024,22,KILL,duplicate-target
/site/blog/nmat-exam-date-2025,post-body,/site/blog/mba-in-bangalore,"MBA in Bangalore: Eligibility, Top Colleges, & Placements",23,REVIEW,cross-category
/site/blog/nmat-exam-date-2025,post-body,/site/blog/mba-course-fees,MBA Course Fees 2024: Government & Private College Fees,24,REVIEW,cross-category
/site/blog/nmat-exam-date-2025,post-body,/site/blog/education-loan-for-mba,Education Loan for MBA - Eligibility and Interest (2024),25,KILL,unknown-target-post
/site/blog/nmat-exam-fees-2025,post-body,/site/blog/entrance-exams-for-mba-in-india,MBA entrance exams in India for 2024-25,1,REVIEW,cross-category
/site/blog/nmat-exam-fees-2025,post-body,/site/lp/study-loan-eligibility,"Unlock Fast, Collateral-Free Education Loans with Propelld Today!",2,KEEP,compliant
/site/blog/nmat-exam-fees-2025,post-body,/site/blog/how-to-get-an-education-loan-for-abroad-studies-in-2024,secure an education loan and make your dream a reality,3,KEEP,compliant
/site/blog/nmat-exam-fees-2025,post-body,/site/blog/nmims-mba-education-loan,MBA Education loan options for NMIMS,4,KEEP,compliant
/site/blog/nmat-exam-fees-2025,post-body,/site/lp/study-loan-eligibility,Get an Education Loan for Any College. 100% Fees Financed- Propelld Education Loan,5,KILL,duplicate-target
/site/blog/nmat-exam-fees-2025,post-body,/site/lp/study-loan-eligibility,Get your Loan Disbursed 10 times Faster than Banks. Click to Know How!,6,KILL,duplicate-target
/site/blog/nmat-exam-fees-2025,post-body,/site/lp/study-loan-eligibility,‍Minimal Documentation. Application to Disbursement- In Just 3 steps! Check Your Eligibility.,7,KILL,duplicate-target
/site/blog/nmat-exam-fees-2025,post-body,/site/lp/study-loan-eligibility,Approval Based on Student Potential. Easy Education Loans from Propelld. Do Check your Eligibility.,8,KILL,duplicate-target
/site/blog/nmat-exam-fees-2025,post-body,/site/blog/mba-entrance-exam,Get the complete 2024 syllabus breakdown with key topics and expert tips to help you ace your entrance exams.,9,KEEP,compliant
/site/blog/nmat-exam-fees-2025,post-body,/site/lp/study-loan-eligibility,Check your eligibility and grab low interest offer on education loan,10,KILL,duplicate-target
/site/blog/nmat-exam-fees-2025,post-body,/site/lp/study-loan-eligibility,Fastest process for Education Loan with No Collateral Requirement,11,KILL,duplicate-target
